id,body,label
72,$TSLA another 3pt drop in yet another 2 min set.,
73,Microsoft - $MSFT QUOTE$MSFT was DOWN  on Fri Jul 27Closed at 107.68 USD for a -1.77% loss from previous close   ANALYSISMicrosoft should be nationalized☭ ☭ ☭,
74,"$ALLE Wed 8/14: Day of Market Pullback, signed deal with $AAPL  for $AAPL Wallet + Many PT Upgrade b4 recent Market Pull & note Ticker Price at each PT, 0 counter PTs since/thru pull back $TSS $SQ & $TWLO ( prior post)#OptionsTrading @BlackBoxStocks",
75,"* We have screenshots showing the car is in range mode @BBC_TopGear* The times posted do not reflect a current gen Model S that runs 10.50s, 10.60s all day even w/ a lower SoC* You did not use launch control in the S while you did in the Taycan $tsla #tsla #StopLying",
76,$amzn pm lows of 1608,
77,True. Their hackers just found the zero-day vulnerability and developed the malware exploits. Kept info from $MSFT until stolen.,
78,$aapl sell this stock negative with every investor!!!! Negative,
79,I'm glad $AMZN keeps getting $ES $SPY $SPX $QQQ higher since $JPM $WFC and $C missed on revenue.Investing is so easy when the friendly algos are looking out for the markets. 2620-2640 s&p soon!$XLF $GS $BAC $VIX $VXX,
80,Earnings Season: A few companies report weaker-than-expected quarters (nothing earth shattering) and suddenly... ALL TECH IS DOOMED $MSFT,
81,"@GerberKawasaki @munster_gene Been acquiring/holding Jan'21 $570 call option at average price of $4.20 since 05.02.2019. Today, that call option hit a high of $26. Unrealized 519% gain. Still holding. $TSLA",
82,"Yawn. U guys sound like CNBC. What U little Bro wanna be hedgies don’t get is, $TSLA is not a case study from the shitty school where U got your MBA. Trad auto co’s are screwed. Don’t let your ego get the best of U, plenty of upside. Ok, U look over the #’s again, we’ll talk soon",
83,$GOOGL and $YAHOO can't believe that I am again signing up with YAHOO after 25 years. $GOOGL finance now sucks so bad and $YAHOO finance have taken such a lead. Amazed.,
84,What are you expecting from the Report today? Let me know #tesla $tsla $tslaq------------------------Also reporting:#facebook#paypal,
85,$TSLA 1.5B debt raise? They'll buy themselves another quarter to survive. Think about that.,
86,I agree but clear targets like this can still be a helpful signal to many that change is coming sooner than they expectHopefully the date gets more ambitious as progress is made#EVs #Tesla $TSLA,
87,Customer of the year$tsla,
88,Missed a beautiful entry on $TSLA but not complaining I was managing my $NFLX trade at that moment,
89,$AAPL not a big move but held gap support,
90,Oh the horror . Throw back mini entry $aapl $sune $cere,
91,$googl sold 1/2 of long @ 928.62; 100 shares remaining; still short max positions all major indices!,
92,"@KatherineRooss $10b in profit not enough? Over reaction on $AMZN after hours, down 5%?",
93,$MSFT - J Sainsbury Discloses Home Retail Offer; MySquar Users Ahead of Target,
94,Serious question. Central banks pivoting from loose to tight. Junk yields popping higher. #Tesla stock still within 85% of all-time highs. Markets look ready to roll over. $TSLA NEEDS cash. Why haven’t they sold equity while they still can? No trolls please. Honest question,
95,Our Portfolio likes for the next 18 months - $UYG $AIG $RIG $msft $mcd Trading the $vix anytime below 11 out above 21. Get the book.,
96,SELLing $TSLA pt:$135 50% downsideWill never reach SCALE needed to compete vs Auto giants & their better more efficient cars $F $GM $FCAU $RACE $DAI $BMW $VOW $RNO Japan China,
97,"5\ A casual glance at $TSLA's balance sheet suggests that borrowing base (receivables + inventory + cash + machinery) is far from a limiting constraint on a $2B facility. But cash only counts if it's in a controlled deposit account, other assets only count if owned free and clear",
98,"with the god-king it's always hard to tell.he was in the same routine towards the end of Q3 (silence, then silliness () then mania, then pleas to work harder, etc.) - and pulled off The Immaculate Quarter but then also admitted they were ""conventionally"" dead.$tsla $tslaq",
99,$goog is interfering in U.S. Elections.,
100,$TSLA bouncing from 347 support...,
101,Stacked Deck:$AAPL #Apps,
102,$AMZN clime coming in a bit,
103,$aapl going to $163,
104,$AAPL could be setting up to be a great lotto,
105,"Phase1 deal is off, violence in HK, Senate passes a bill in support of HK protesters, China promises retaliation, 6weeks ago Dow would be down at least 500pts, now it is down just 50&likely turns green in the morning, in the era of ""it is not QE"" nothing matters, $spx $es $aapl",
106,@jimcramer Hoping The $AAPL numbers should provide some pin action in$SWKS going into Thursday!,
107,$TSLA shorts are trying hard!#stocks #trading #investing,
108,$TSLA - Tesla has provided more jobs.   For Tow Truck Drivers!,
109,"""Yeah, I remember $TSLA. Back in the day, those were some mighty valuable cars. Any more though, people just leave them wherever they run outta charge.""",
110,Does your analyst report include a note to the effect that $TSLA does not even manufacture as many cars as the Mini division of BMW sells worldwide? And that their current capacity is not much more than what Mini sells?,
111,"Join @RobinhoodApp and we'll both get a stock like $AAPL, $ETH, or $LTC for free. Make sure to use my link.",
112,"$MSFT is truly the best fit for $CRM above all others. If the rumor is true, congrats to longs of both.",
113,$AAPL Corporations may dodge billions in U.S. taxes through new loophole: experts,
114,"Can see $TSLA put a lot of effort this quarter to show a profit. $22m after $2.3bn rev, umm.",
115,"$AMZN.com is really a #logistics company. $FDX, despite being better at it, continues to be a '#DumbPipe' rather than also sell #retail products #online and cut out the #MiddleMen. Am I the only one who sees it, or, is the $FDX #management too #comfortable to see the #obvious?",
116,Luckily I got out of $amzn when it was up-nice day trade. Lost on $gs,
117,$AAPL Lots if talk about Berkshire and Greenlight but look at Cap Group. Thats a big tomalley!,
118,$AMZN prob takes out 570 and then runs thru that round number,
119,"@ScroogeCap And setting up a local factory (local JV partner and different brand name required in China, regulations) will take years. $TSLA",
